CGDID	A19ID	GeneName
C3_04730C_A	orf19.5933	
C3_04740C_A	orf19.5934	
C3_04750W_A	orf19.5935	
C3_04760C_A	orf19.5938	SEN1
C3_04770C_A	orf19.5940	ZCF32
C3_04780C_A	orf19.5941	
C3_04790W_A	orf19.5942	
C3_04800C_A	orf19.5943	
C3_04810C_A	orf19.5943.1	
C3_04820C_A	orf19.5947	SEC7
C3_04830C_A	orf19.5949	FAS2
C3_04840C_A	orf19.5952	
C3_04850C_A	tK(CUU)2	tK(CUU)2
C3_04860W_A	orf19.5953	SFP1
C3_04870W_A	orf19.5954	
C3_04880W_A	orf19.5956	PIN3
C3_04890W_A	orf19.5958	CDR2
C3_04900W_A	orf19.5959	NOP14
C3_04910C_A	orf19.5960	NCE102
C3_04920C_A	orf19.5961	
C3_04930C_A	orf19.5962	HGT4
C3_04940W_A	orf19.5963	
C3_04950W_A	orf19.5964	ARF2
C3_04960W_A	orf19.5964.2	RPL35
C3_04970C_A	orf19.5965	
C3_04980W_A	orf19.5966	
C3_04990W_A	orf19.5967	FGR44
C3_05000W_A	orf19.5968	RDI1
C3_05010C_A	orf19.5970	
C3_05020W_A	orf19.5971	
C3_05030W_A	orf19.5973	PHB2
C3_05040C_A	orf19.5974	ATG9
C3_05050W_A	orf19.5975	TRY4
C3_05060W_A	orf19.5976	
C3_05070W_A	orf19.5977	CEM1
C3_05080W_A	orf19.5978	
C3_05090C_A	orf19.5980	
C3_05100C_A	orf19.5982	RPL18
C3_05110W_A	orf19.5984	
C3_05120C_A	orf19.5985	
C3_05130C_A	orf19.5986	THI4
C3_05140C_A	orf19.5987	
C3_05150W_A	orf19.5989	
C3_05160C_A	orf19.5991	
C3_05170W_A	orf19.5992	WOR2
C3_05180W_A	orf19.5994	RHB1
C3_05190C_A	orf19.5995	MCA1
C3_05200W_A	orf19.5996.1	RPS19A
C3_05210C_A	orf19.5999	DYN1
C3_05220W_A	orf19.6000	CDR1
C3_05230W_A	orf19.6001	SAP3
C3_05240C_A	orf19.6002	RPL8B
C3_05250C_A	orf19.6003	
C3_05270C_A	orf19.6005	HGT5
C3_05280C_A	orf19.6007	
C3_05290C_A	orf19.6008	
C3_05300C_A	orf19.6966	
C3_05310W_A	orf19.6967	USO6
C3_05320W_A	orf19.6968	
C3_05330C_A	orf19.6970	
C3_05340W_A	orf19.6971	DIE2
C3_05350C_A	orf19.6972	SMI1B
C3_05360C_A	orf19.6973	
C3_05370C_A	orf19.6975	YST1
C3_05380W_A	orf19.6976	
C3_05390C_A	orf19.6977	GPI1
C3_05400C_A	orf19.6978	
C3_05410W_A	orf19.6979	
C3_05420W_A	orf19.6980	
C3_05430W_A	orf19.6981	
C3_05440C_A	orf19.6982	
C3_05450C_A	orf19.6983	
C3_05460W_A	orf19.6984	
C3_05470W_A	orf19.6985	TEA1
C3_05480C_A	tV(AAC)5	tV(AAC)5
C3_05490C_A	tV(AAC)6	tV(AAC)6
C3_05500W_A	SNRNAU6	SNR6
C3_05510W_A	orf19.6986	
C3_05520C_A	orf19.6987	DNM1
C3_05530W_A	orf19.6988	OST1
C3_05540C_A	orf19.6989	
C3_05550C_A	orf19.6990	
C3_05560W_A	orf19.6991	PRE3
C3_05570W_A	orf19.6992	QDR2
C3_05580C_A	orf19.6993	GAP2
C3_05590C_A	orf19.6994	BAT22
C3_05600W_A	orf19.6995	ATO6
C3_05610W_A	orf19.6996	MNN14
C3_05620W_A	orf19.6997	ATO5
C3_05630W_A	orf19.6998	GTT1
C3_05640W_A	orf19.6999	
C3_05650W_A	orf19.7001	YCK2
C3_05660C_A	orf19.7002	
C3_05670C_A	orf19.7348	
C3_05680W_A	orf19.7347	
C3_05700W_A	orf19.7349	CHS4
C3_05710W_A	orf19.7350	RCT1
C3_05720C_A	orf19.7353	KIP3
C3_05730C_A	orf19.7354	LAC1
C3_05740C_A	orf19.7355	SSN8
C3_05750C_A	orf19.7356	
C3_05760W_A	orf19.7357	
C3_05770C_A	orf19.7358	SAM50
C3_05780C_A	orf19.7359	CRZ1
C3_05790C_A	orf19.7360	
C3_05800W_A	orf19.7361	
C3_05810C_A	orf19.7362	SKN1
C3_05820W_A	snR44d	
C3_05830W_A	orf19.7363	KRE6
C3_05840W_A	orf19.7364	
C3_05850W_A	orf19.7365	
C3_05860C_A	orf19.7366	
C3_05870C_A	orf19.7367	UBP1
C3_05880C_A	orf19.7368	
C3_05890W_A	orf19.7369	TRM12
C3_05900W_A	orf19.7370	
C3_05910W_A	orf19.7371	ZCF35
C3_05920W_A	orf19.7372	MRR1
C3_05930W_A	orf19.7374	CTA4
C3_05940C_A	orf19.7375	
C3_05950W_A	orf19.7376	
C3_05960W_A	orf19.7377	ASE1
C3_05970C_A	orf19.7378	HAL3
C3_05980C_A	orf19.7379	FAA2
C3_05990C_A	orf19.7380	
C3_06000W_A	orf19.7381	AHR1
C3_06010W_A	orf19.7382	CAM1
C3_06020W_A	orf19.7383	MNN9
C3_06030W_A	orf19.7384	NOG1
C3_06040W_A	orf19.7385	
C3_06050C_A	orf19.7386	
C3_06060W_A	orf19.7387	ELP3
C3_06070C_A	orf19.7388	PBS2
C3_06080W_A	orf19.7389	REV3
C3_06090C_A	orf19.7391	OCH1
C3_06100C_A	orf19.7392	DED1
C3_06110C_A	orf19.7393	
C3_06120C_A	orf19.7394	GDA1
C3_06130W_A	orf19.7395	
C3_06140W_A	orf19.7396	
C3_06150W_A	orf19.7397	
C3_06160C_A	orf19.7397.1	
C3_06170C_A	orf19.7397.3	
C3_06180C_A	orf19.7417	TSA1
C3_06190C_A	orf19.7414	ALS6
C3_06200C_A	orf19.7413	MMS21
C3_06210C_A	orf19.7412	MUB1
C3_06220C_A	orf19.7411	OAC1
C3_06230W_A	orf19.7410	CYM1
C3_06240C_A	orf19.7409.1	
C3_06250W_A	orf19.7409	ERV25
C3_06260C_A	orf19.7406	
C3_06270C_A	orf19.7405	
C3_06280W_A	orf19.7404	
C3_06290W_A	orf19.7403	
C3_06300W_A	orf19.7402	DOT1
C3_06310C_A	orf19.7401	ISW2
C3_06320W_A	orf19.7400	ALS7
C3_06330W_A	orf19.7398.1	TSA1B
C3_06340W_A	orf19.7419	HNT2
C3_06350W_A	orf19.7420	
C3_06360C_A	orf19.7421	CYP5
C3_06370C_A	orf19.7422	
C3_06380W_A	orf19.7424	NSA2
C3_06390W_A	orf19.7398	
C3_06400C_A	orf19.7425	
C3_06410C_A	orf19.7426	
C3_06420C_A	orf19.7427	
C3_06430W_A	orf19.7428	APN1
C3_06440W_A	orf19.7433	
C3_06450W_A	orf19.7434	GLG2
C3_06460C_A	tH(GUG)3	tH(GUG)3
C3_06470W_A	orf19.7436	AAF1
C3_06480C_A	orf19.7436.1	ECM15
C3_06490W_A	orf19.7437	
C3_06500W_A	orf19.7438	UBA1
C3_06510C_A	orf19.7440	HST6
C3_06520C_A	orf19.7441	
C3_06530W_A	orf19.7442	
C3_06540C_A	orf19.7443	
C3_06550C_A	orf19.7444	
C3_06560W_A	orf19.7445	
C3_06570C_A	orf19.7446	OPI3
C3_06580W_A	orf19.7447	JEN1
C3_06590W_A	orf19.7448	LYS9
C3_06600C_A	orf19.7449	
C3_06610W_A	orf19.7450	
C3_06620W_A	orf19.7451	FUN31
C3_06630W_A	orf19.7452	
C3_06640W_A	orf19.7453	
C3_06650C_A	orf19.7454	TAF60
C3_06660C_A	orf19.7455	
C3_06670C_A	orf19.7456	
C3_06680C_A	orf19.7457	
C3_06690C_A	orf19.7458	
C3_06700C_A	orf19.7459	
C3_06710W_A	orf19.6832	
C3_06720W_A	orf19.6831	PRP5
C3_06730W_A	orf19.6830	
C3_06740W_A	orf19.6829	
C3_06750W_A	orf19.6828.1	
C3_06760W_A	orf19.6828	
C3_06770W_A	orf19.6827	SLU7
C3_06780C_A	orf19.6826	SLF1
C3_06790W_A	orf19.6824	TRY6
C3_06800C_A	orf19.6822	
C3_06810W_A	orf19.6821	
C3_06820C_A	orf19.6820	TAF12
C3_06830C_A	orf19.6818	
C3_06840C_A	tW(CCA)2	tW(CCA)2
C3_06850W_A	orf19.6817	FCR1
C3_06860C_A	orf19.6816	
C3_06870W_A	orf19.6814	TDH3
C3_06880W_A	orf19.6813	
C3_06890W_A	orf19.6812	PMT2
C3_06900W_A	orf19.6811	ISA2
C3_06910C_A	orf19.6810	TPD3
C3_06920W_A	orf19.6809	
C3_06940W_A	orf19.6807	
C3_06950W_A	orf19.6805	
C3_06960C_A	tY(GUA)3	tY(GUA)3
C3_06970W_A	orf19.6804	
C3_06980W_A	orf19.6803	HUT1
C3_06990W_A	orf19.6802	
C3_07000W_A	orf19.6801	RPD31
C3_07010W_A	orf19.6800	POS5
C3_07020W_A	orf19.6798	SSN6
C3_07030C_A	orf19.6797	
C3_07040C_A	orf19.6796	YSA1
C3_07050W_A	orf19.6795	
C3_07060W_A	orf19.6794	FESUR1
C3_07070C_A	orf19.6793	
C3_07080W_A	orf19.6792	RRD1
C3_07090W_A	orf19.6791	HHT1
C3_07100C_A	orf19.6790	
C3_07110W_A	orf19.6789	
C3_07120W_A	orf19.6788	
C3_07130W_A	orf19.6787	
C3_07140C_A	orf19.6786	
C3_07150C_A	orf19.6785	RPS12
C3_07160W_A	orf19.6784	PGA32
C3_07170C_A	orf19.6783	
C3_07180C_A	orf19.6782	BMT1
C3_07200C_A	orf19.6781	ZFU2
C3_07210W_A	orf19.6780	MET8
C3_07220C_A	orf19.6779	PRO2
C3_07230W_A	orf19.6778	
C3_07240W_A	orf19.6777	
C3_07250W_A	orf19.6776	GCD2
C3_07260C_A	orf19.6773	ECM29
C3_07270C_A	orf19.6771	UBI4
C3_07280C_A	orf19.6770	
C3_07290W_A	orf19.6769	
C3_07300W_A	orf19.6766	NOP13
C3_07310C_A	orf19.6763	SLK19
C3_07320W_A	orf19.6760	MDS3
C3_07330W_A	orf19.6758	
C3_07340W_A	orf19.6757	GCY1
C3_07350W_A	orf19.6756	
C3_07360W_A	orf19.6755	DLD2
C3_07370W_A	orf19.6754	
C3_07380W_A	orf19.6753	
C3_07390C_A	orf19.6752	
C3_07400W_A	orf19.6751	
C3_07410C_A	orf19.6749	KRS1
C3_07420W_A	orf19.6748	
C3_07430W_A	orf19.6747	
C3_07440W_A	orf19.6745	TPI1
C3_07450C_A	orf19.6744	
C3_07460W_A	orf19.6742	
C3_07470W_A	orf19.6741	
C3_07480W_A	orf19.6740	
C3_07490W_A	orf19.6739	
C3_07500W_A	orf19.6738	VAN1
C3_07510C_A	snR52	SNR52
C3_07520W_A	tR(UCU)5	tR(UCU)5
C3_07530W_A	tF(GAA)5	tF(GAA)5
C3_07540C_A	orf19.6737	
C3_07550C_A	orf19.6736	
C3_07560W_A	orf19.6734	TCC1
C3_07570C_A	orf19.6732	
C3_07580W_A	orf19.6731.1	
C3_07590W_A	orf19.6731	
C3_07600W_A	orf19.6730	
C3_07610W_A	orf19.6729	TIP120
C3_07620C_A	orf19.6727	RIT1
C3_07630C_A	orf19.6726	
C3_07640C_A	orf19.6724	FUM12
C3_07650C_A	orf19.6723	
C3_07660W_A	orf19.6722	
C3_07670W_A	orf19.6720	
C3_07680W_A	orf19.6719	
C3_07690C_A	orf19.6718	
C3_07700W_A	orf19.6717	
C3_07710W_A	orf19.6716	ABD1
C3_07720C_A	orf19.6715	
C3_07730W_A	orf19.6713	WOR4
C3_07740W_A	orf19.6712	
C3_07750W_A	orf19.6710	UTP9
C3_07760C_A	orf19.6709	
C3_07770C_A	orf19.6170	
C3_07780C_A	orf19.6171	NUP159
C3_07790W_A	orf19.6173	STD1
C3_07800C_A	orf19.6175	
C3_07810C_A	orf19.6176	SEC61
C3_07820W_A	orf19.6177	
C3_07830W_A	orf19.6178	FBP1
C3_07840C_A	orf19.6179	
C3_07850W_A	orf19.6180	
C3_07860C_A	orf19.6182	MRR2
C3_07870W_A	orf19.6181	
C3_07880C_A	orf19.6184	
C3_07890W_A	orf19.6183	TIM8
C3_07900C_A	orf19.6186	
C3_07910W_A	orf19.6185	
C3_07920W_A	orf19.6187	
C3_07930C_A	orf19.6188	
C3_07940W_A	orf19.6189	
C3_07950C_A	orf19.6190	SRB1
C3_07970C_A	orf19.6191	TLO8
C3_07980C_A	orf19.6192	
C4_00010W_A	orf19.362	TLO9
C4_00020W_A	orf19.364	VMA6
C4_00030C_A	orf19.366	
C4_00040W_A	orf19.367	CNH1
C4_00050W_A	orf19.371	
C4_00060W_A	orf19.372	
C4_00070C_A	orf19.374	
C4_00080C_A	orf19.376	
C4_00090W_A	orf19.377	PHR3
C4_00100C_A	orf19.5633	
C4_00110C_A	orf19.5634	FRP1
C4_00120W_A	orf19.5635	PGA7
C4_00130W_A	orf19.5636	RBT5
C4_00140C_A	orf19.5639	HIS4
C4_00150C_A	orf19.5640	PEX5
C4_00160C_A	orf19.5641	CAR2
C4_00170W_A	orf19.5642	
C4_00180W_A	orf19.5643	ECM7
C4_00190W_A	orf19.5644	
C4_00200C_A	orf19.5645	MET15
C4_00210W_A	orf19.5646	
C4_00220C_A	orf19.5647	SUB2
C4_00230W_A	orf19.5648	
C4_00240C_A	orf19.5650	PRO3
C4_00250W_A	orf19.5649	
C4_00260W_A	orf19.5651	
C4_00270W_A	orf19.5653	ATP2
C4_00280W_A	orf19.5654	STE24
C4_00290C_A	orf19.5655	
C4_00300C_A	orf19.5657	SWI1
C4_00310C_A	orf19.5658	MNN10
C4_00320C_A	orf19.5660	
C4_00330C_A	orf19.5660.1	
C4_00340W_A	orf19.5661	PTC7
C4_00350W_A	orf19.5662	PEP7
C4_00360C_A	orf19.5663	RCH1
C4_00370W_A	orf19.5664	HOF1
C4_00380W_A	orf19.5665	
C4_00390W_A	orf19.5666	
C4_00400W_A	orf19.5667	MNR2
C4_00410W_A	orf19.5669	
C4_00420C_A	orf19.5671	
C4_00430W_A	orf19.5672	MEP2
C4_00440C_A	orf19.5673	OPT7
C4_00450C_A	orf19.5674	PGA10
C4_00460C_A	orf19.5675	
C4_00470C_A	orf19.5676	
C4_00480W_A	orf19.5677	DUR4
C4_00490W_A	orf19.5678	
C4_00500W_A	orf19.4191.1	
C4_00510C_A	orf19.4191	RLP24
C4_00520W_A	orf19.4190	PAM18
C4_00530C_A	orf19.4189	
C4_00540C_A	orf19.4188	NMD5
C4_00550C_A	tG(CCC)1	tG(CCC)1
C4_00560C_A	orf19.4187	MMM1
C4_00570C_A	orf19.4186	PCT1
C4_00580W_A	orf19.4185	
C4_00590C_A	orf19.4184	
C4_00600C_A	orf19.4183	MUC1
C4_00610W_A	orf19.4182	
C4_00620C_A	orf19.4181	SPC2
C4_00630C_A	orf19.4180	SEC72
C4_00640W_A	orf19.4179	
C4_00650W_A	orf19.4177	HIS5
C4_00660W_A	orf19.4176	
C4_00670W_A	orf19.4175	TOK1
C4_00680W_A	orf19.4174	
C4_00690C_A	orf19.4173	
C4_00700C_A	orf19.4172	
C4_00710W_A	orf19.4171	
C4_00720W_A	orf19.4170	CSP2
C4_00730C_A	orf19.4169	
C4_00740W_A	orf19.4168	
C4_00750C_A	orf19.4167	
C4_00760W_A	orf19.4166	ZCF21
C4_00770C_A	orf19.4164	
C4_00780C_A	orf19.4163	
C4_00790C_A	orf19.4162	MLH1
C4_00800W_A	orf19.4161	
C4_00810C_A	orf19.4160	
C4_00820W_A	orf19.4159	
C4_00830W_A	orf19.4157	SPS20
C4_00840W_A	orf19.4711	
C4_00850C_A	orf19.4707	
C4_00860C_A	orf19.4706	
C4_00870W_A	tG(UCC)2	tG(UCC)2
C4_00880W_A	orf19.4705	
C4_00890W_A	orf19.4704	ARO1
C4_00900C_A	tG(GCC)5	tG(GCC)5
C4_00910C_A	orf19.4703	
C4_00920C_A	orf19.4702	
C4_00930W_A	tG(GCC)4	tG(GCC)4
C4_00940W_A	orf19.4701	
C4_00950C_A	orf19.4699	
C4_00960W_A	orf19.4698	PTC8
C4_00970C_A	orf19.4697	MDN1
C4_00980C_A	orf19.4691	MRV1
C4_00990W_A	orf19.4690	
C4_01000C_A	orf19.4689	PGA57
C4_01010C_A	orf19.4688	DAG7
C4_01020C_A	orf19.4686	
C4_01030W_A	orf19.4685	
C4_01050C_A	orf19.4684.2	RPL40B
C4_01060W_A	orf19.4683	MLP1
C4_01070W_A	orf19.4682	HGT17
C4_01080W_A	orf19.4681	RAT1
C4_01090C_A	orf19.4680	
C4_01100C_A	orf19.4679	AGP2
C4_01110W_A	tD(GUC)6	tD(GUC)6
C4_01120C_A	orf19.4678	
C4_01130C_A	orf19.4677	
C4_01140C_A	orf19.4676	
C4_01150W_A	orf19.4675	ASK1
C4_01160W_A	orf19.4674.1	CRD2
C4_01170C_A	orf19.4673	BMT9
C4_01180W_A	orf19.4672	
C4_01190W_A	orf19.4670	CAS5
C4_01200C_A	orf19.4669	AAT22
C4_01210C_A	tS(UGA)3	tS(UGA)3
C4_01220C_A	orf19.4668	
C4_01230C_A	orf19.4666	
C4_01240C_A	orf19.4665	
C4_01250W_A	orf19.4664	NAT4
C4_01260W_A	orf19.4662	RLM1
C4_01270W_A	orf19.4660	RPS6A
C4_01280C_A	orf19.4659	
C4_01290W_A	orf19.4658	
C4_01300W_A	orf19.4657	
C4_01310W_A	orf19.4656	
C4_01320C_A	orf19.4655	OPT6
C4_01330W_A	orf19.4654	
C4_01340W_A	orf19.4653	
C4_01350W_A	orf19.4652	
C4_01360W_A	orf19.4651	PGA53
C4_01370W_A	orf19.4650	ILV6
C4_01380W_A	orf19.4649	ZCF27
C4_01390W_A	orf19.4647	HAP3
C4_01400W_A	orf19.4646	UEC1
C4_01410W_A	orf19.4645	BEM1
C4_01420W_A	orf19.4643	
C4_01430C_A	orf19.4642	
C4_01440W_A	orf19.4641	NMT1
C4_01450W_A	orf19.4640	PWP1
C4_01460C_A	orf19.4639	
C4_01470W_A	orf19.4637	
C4_01480C_A	orf19.4636	
C4_01490W_A	orf19.4635	NIP1
C4_01500W_A	orf19.4634	
C4_01510W_A	orf19.4633	
C4_01520C_A	orf19.4632	RPL20B
C4_01530C_A	orf19.4631	ERG251
C4_01550C_A	orf19.4630	CPA1
C4_01560C_A	orf19.4629	
C4_01570C_A	snR72	
C4_01580C_A	snR73	
C4_01590C_A	snR74	
C4_01600C_A	snR75	
C4_01610C_A	snR76	
C4_01620C_A	snR77	
C4_01630C_A	snR77b	
C4_01640C_A	snR78	
C4_01650C_A	orf19.4628	
C4_01660W_A	orf19.4627	
C4_01670C_A	orf19.4626	
C4_01680W_A	orf19.4625	TOA2
C4_01690C_A	orf19.4624	HRT2
C4_01700C_A	orf19.4623.3	NHP6A
C4_01710C_A	orf19.4623	
C4_01720C_A	orf19.4622	
C4_01730C_A	orf19.4621	
C4_01740W_A	orf19.4620	TIM12
C4_01750C_A	orf19.4618	FBA1
C4_01760W_A	orf19.4617	
C4_01770W_A	orf19.4616	POL30
C4_01780C_A	orf19.4615	
C4_01790W_A	orf19.4614	
C4_01800W_A	orf19.4612	
C4_01820C_A	orf19.4611	
C4_01830C_A	orf19.4610	
C4_01840C_A	orf19.4609	
C4_01850C_A	orf19.4608	PDC12
C4_01860C_A	orf19.4607	
C4_01870C_A	orf19.4606	ERG8
C4_01880W_A	orf19.4605	TYR1
C4_01890C_A	orf19.4603	ARL1
C4_01900C_A	orf19.4602	MDH1-1
C4_01910W_A	orf19.4601	
C4_01920W_A	orf19.4600.1	DPM3
C4_01930C_A	orf19.4600	
C4_01940W_A	orf19.4599	PHO89
C4_01950W_A	orf19.4597	
C4_01960C_A	orf19.4596	
C4_01970W_A	orf19.4595	
C4_01980C_A	orf19.4594	CLC1
C4_01990W_A	orf19.4593.1	
C4_02000C_A	orf19.4593	RGA2
C4_02010C_A	orf19.4592	HSX11
C4_02020W_A	orf19.4591	CAT2
C4_02030W_A	orf19.4590	RFX2
C4_02040W_A	orf19.4589	
C4_02050W_A	orf19.4587	HGH1
C4_02060C_A	orf19.4585	TFG1
C4_02070W_A	orf19.4584	PHO114
C4_02080W_A	orf19.4583	
C4_02090C_A	orf19.4582	
C4_02100C_A	orf19.4581	GPI14
C4_02110W_A	orf19.4580	
C4_02120W_A	orf19.4579	ERV29
C4_02130W_A	orf19.4578	CYT2
C4_02140C_A	orf19.4577.3	TIM10
C4_02150C_A	orf19.4577	
C4_02160C_A	orf19.4575	
C4_02170C_A	orf19.4574	
C4_02180C_A	orf19.4573	ZCF26
C4_02190C_A	orf19.4571	
C4_02200C_A	orf19.4570	
C4_02210W_A	orf19.4569	
C4_02220C_A	orf19.4568	ZCF25
C4_02230C_A	orf19.4567	
C4_02240C_A	orf19.4566	
C4_02250C_A	orf19.4565	BGL2
C4_02260C_A	orf19.4563	
C4_02270C_A	orf19.4560	BFR1
C4_02280W_A	orf19.2775	IDI1
C4_02290W_A	orf19.2774	LAB5
C4_02300W_A	orf19.2772	HOS3
C4_02310W_A	orf19.2771	BEM3
C4_02320C_A	orf19.2770.1	SOD1
C4_02330C_A	orf19.2770	
C4_02340W_A	orf19.2769	
C4_02360W_A	orf19.2768	AMS1
C4_02370C_A	orf19.2767	PGA59
C4_02380W_A	orf19.2766	
C4_02390W_A	orf19.2765	PGA62
C4_02400C_A	orf19.2763	
C4_02410C_A	orf19.2762	AHP1
C4_02420C_A	orf19.2761	
C4_02430W_A	orf19.2760	
C4_02440C_A	orf19.2758	PGA38
C4_02450W_A	orf19.2757	
C4_02460W_A	orf19.2756	
C4_02470C_A	orf19.2755	
C4_02480C_A	orf19.2754	TIM13
C4_02490W_A	orf19.2753	ZCF15
C4_02500C_A	orf19.2752	ADR1
C4_02510W_A	orf19.2751	
C4_02520C_A	orf19.2749	
C4_02530W_A	orf19.2748	ARG83
C4_02540W_A	orf19.2747	RGT1
C4_02550C_A	orf19.2746	EMP70
C4_02560C_A	orf19.2745	UME7
C4_02570C_A	orf19.2743	
C4_02580W_A	orf19.2742	
C4_02590C_A	orf19.2740	
C4_02600C_A	orf19.2739	
C4_02610C_A	orf19.2738	SUL2
C4_02620C_A	orf19.2737	
C4_02630C_A	orf19.2736	HFL2
C4_02640C_A	orf19.2735	SEN2
C4_02650C_A	snR79	
C4_02660W_A	orf19.2734	
C4_02670W_A	orf19.2733	
C4_02680C_A	orf19.2731	
C4_02690W_A	orf19.2730	
C4_02700W_A	orf19.2728	
C4_02710C_A	orf19.2727	GRX3
C4_02720C_A	orf19.2726	
C4_02730C_A	orf19.2725	
C4_02740W_A	orf19.2724	
C4_02750W_A	orf19.2723	HIT1
C4_02760C_A	orf19.2722	CGR1
C4_02770C_A	orf19.2721	
C4_02780W_A	orf19.2720	
C4_02790C_A	orf19.2717	SAS10
C4_02800W_A	orf19.2715	RPC53
C4_02820W_A	orf19.2713	
C4_02830C_A	orf19.2712	HCA4
C4_02840C_A	orf19.2711.1	MED20
C4_02850W_A	orf19.2711	
C4_02860W_A	orf19.2710	
C4_02870C_A	orf19.2709	ZUO1
C4_02880C_A	orf19.2708	
C4_02890C_A	orf19.2707.1	QCR9
C4_02900C_A	orf19.2706	CRH11
C4_02910W_A	orf19.2704	
C4_02920W_A	orf19.2703	
C4_02930W_A	orf19.2701	
C4_02940W_A	orf19.2699	ABP1
C4_02950C_A	orf19.2698	
C4_02960W_A	orf19.2697	
C4_02970C_A	orf19.2695	UBR1
C4_02980W_A	orf19.2694	TYS1
C4_02990C_A	orf19.2693	GST2
C4_03000C_A	orf19.2691	
C4_03010W_A	tT(UGU)1	tT(UGU)1
C4_03020W_A	orf19.2690	MGM1
C4_03030C_A	orf19.2688	NAN1
C4_03040W_A	orf19.2687.1	
C4_03050C_A	orf19.2686	
C4_03070W_A	orf19.2685	PGA54
C4_03080W_A	orf19.2684	
C4_03090W_A	orf19.2682	
C4_03100W_A	orf19.2681	RBT7
C4_03110W_A	orf19.2680	
C4_03120C_A	orf19.2678	BUB1
C4_03130W_A	orf19.2677	
C4_03140C_A	orf19.2676	
C4_03150W_A	orf19.2675	
C4_03160C_A	orf19.2674	
C4_03170W_A	orf19.2673	
C4_03180W_A	orf19.2672	NCP1
C4_03190W_A	orf19.2671	
C4_03200C_A	orf19.2670	
C4_03230C_A	orf19.2669	
C4_03250C_A	orf19.2668	RHD2
C4_03270W_A	orf19.2667	RPF1
C4_03280W_A	orf19.2665	MSN5
C4_03290W_A	orf19.2664	
C4_03300C_A	orf19.1440.2	
C4_03310C_A	orf19.1440.1	
C4_03320W_A	orf19.1440	
C4_03330W_A	orf19.1439	IPK1
C4_03340C_A	orf19.1438	
C4_03350C_A	orf19.3362	AIF1
C4_03360C_A	orf19.3363	VTC4
C4_03370C_A	orf19.3364	
C4_03380C_A	orf19.3365	DAO2
C4_03390W_A	orf19.3366	CSH3
C4_03400W_A	orf19.3366.1	
C4_03410W_A	orf19.3367	
C4_03420C_A	orf19.3368	
C4_03430W_A	orf19.3369	MOH1
C4_03440C_A	orf19.3370	DOT4
C4_03450C_A	orf19.3371	JAB1
C4_03460C_A	orf19.3373	
C4_03470C_A	orf19.3374	ECE1
C4_03480C_A	orf19.3375	
C4_03490C_A	orf19.3376	
C4_03500C_A	orf19.3378	
C4_03510C_A	orf19.3380	HWP2
C4_03520C_A	orf19.1327	RBT1
C4_03530W_A	orf19.1326	
C4_03540C_A	orf19.1325	ECM38
C4_03550W_A	orf19.1324	RAD2
C4_03560W_A	orf19.1323	
C4_03570W_A	orf19.1321	HWP1
C4_03580W_A	orf19.1318	
C4_03590C_A	orf19.1317	OSH3
C4_03600C_A	orf19.1314	
C4_03610C_A	tQ(UUG)1	tQ(UUG)1
C4_03620C_A	orf19.1313	CDR3
C4_03630C_A	tG(GCC)2	tG(GCC)2
C4_03640C_A	tD(GUC)4	tD(GUC)4
C4_03650W_A	tD(GUC)3	tD(GUC)3
C4_03660W_A	tD(GUC)2	tD(GUC)2
C4_03670W_A	orf19.1311	SPO75
C4_03680C_A	orf19.1310	
C4_03690C_A	orf19.1309	
C4_03700W_A	orf19.1308	
C4_03710C_A	orf19.1307	
C4_03720C_A	orf19.1306	
C4_03730C_A	orf19.1305	
C4_03740W_A	orf19.1304	
C4_03750C_A	orf19.1303	
C4_03760W_A	orf19.1302	
C4_03770W_A	orf19.1301	
C4_03780C_A	orf19.1300	
C4_03790W_A	orf19.1299	RPN6
C4_03800C_A	orf19.1298	NUP84
C4_03810W_A	orf19.1297	
C4_03820C_A	orf19.5037	HRQ2
C4_03830W_A	orf19.5038	
C4_03840C_A	orf19.5039	RRP42
C4_03850W_A	orf19.5040	
C4_03860C_A	orf19.5041	
C4_03870C_A	orf19.5042	
C4_03880W_A	orf19.5043	
C4_03890W_A	orf19.5045	PTP2
C4_03900C_A	orf19.5046	RAM1
C4_03910W_A	orf19.1596	FGR28
C4_03920W_A	orf19.1595	
C4_03930C_A	orf19.789.1	
C4_03940C_A	orf19.789	PYC2
C4_03950C_A	orf19.787	
C4_03960W_A	orf19.787.1	
C4_03970W_A	orf19.1207	
C4_03990C_A	orf19.1208	
C4_04000W_A	orf19.5312	MET4
C4_04010W_A	orf19.5311	
C4_04020C_A	orf19.5308	
C4_04030W_A	orf19.5307	JEN2
C4_04040W_A	orf19.5306	
C4_04050C_A	orf19.5305	RHD3
C4_04060W_A	orf19.5304	
C4_04070C_A	orf19.5303	PGA30
C4_04080C_A	orf19.5302	PGA31
C4_04090C_A	orf19.5300	
C4_04100C_A	orf19.5299	ECM1
C4_04110W_A	orf19.5299.1	
C4_04120C_A	orf19.5297	
C4_04130W_A	orf19.5296	
C4_04140W_A	orf19.5295	
C4_04150C_A	orf19.5294	PDB1
C4_04160W_A	orf19.5293	
C4_04170C_A	orf19.5292	AXL2
C4_04180C_A	orf19.5291	
C4_04190C_A	orf19.1430	
C4_04200C_A	orf19.5290	
C4_04210C_A	orf19.1429	SOH1
C4_04220W_A	orf19.1428	DUO1
